Title,Mileage,Year,Engine,Trans,Location,Ref_No,Model_Code,Steering,Fuel,Seats,Engine_Code,Color,Drive,Doors,Final_Price
2008 HONDA FIT RS,97809,2008,1490.0,AT,Yokohama,Ref No. BT834608,DBA-GE8,Right,Petrol,5,L15A,Purple,2WD,5,1740.0
2011 HONDA FIT X,75803,2011,1490.0,AT,Osaka,Ref No. BT834646,DBA-GE8,Right,Petrol,5,L15A,Black,2WD,5,3304.0
2006 TOYOTA VITZ U,29527,2006,1290.0,AT,Osaka,Ref No. BT834652,DBA-SCP90,Right,Petrol,5,2SZ,Silver,2WD,5,3585.0
2012 MAZDA CX-5 XD L PACKAGE,117366,2012,2180.0,AT,Yokohama,Ref No. BT834688,LDA-KE2AW,Right,Diesel,5,SH,Maroon,4WD,5,6240.0
2013 TOYOTA RACTIS X,79510,2013,1320.0,AT,Yokohama,Ref No. BT834698,DBA-NSP120,Right,Petrol,5,1NR,Black,2WD,5,4150.0
2006 LEXUS IS IS250 VERSION L,151326,2006,2490.0,AT,Yokohama,Ref No. BT834714,DBA-GSE20,Right,Petrol,5,4GR,Pearl,2WD,4,4612.0
2011 TOYOTA MARK X 250G FOUR F PACKAGE,106880,2011,2490.0,AT,Yokohama,Ref No. BT834780,DBA-GRX135,Right,Petrol,5,4GR,Pearl,4WD,4,2560.0
2011 TOYOTA RACTIS G,121773,2011,1490.0,AT,Yokohama,Ref No. BT834805,DBA-NCP125,Right,Petrol,5,1NZ,Silver,4WD,5,3909.0
1994 SUBARU SAMBAR TRUCK SDX,19040,1994,650.0,MT,Nagoya,Ref No. BT842193,V-KS3,Right,Petrol,2,EN07,Silver,2WD,2,3063.0
2015 MAZDA DEMIO XD TOURING,153505,2015,1490.0,AT,Osaka,Ref No. BT760197,LDA-DJ5AS,Right,Diesel,5,S5,Blue,4WD,5,4426.0
2005 TOYOTA MARK X 250G F PACKAGE,79221,2005,2490.0,AT,Osaka,Ref No. BT808982,DBA-GRX120,Right,Petrol,5,4GR,Silver,2WD,4,1500.0
2012 TOYOTA MARK X 250G,98528,2012,2490.0,AT,Kyushu,Ref No. BT809031,DBA-GRX130,Right,Petrol,5,4GR,Silver,2WD,4,5779.0
2013 TOYOTA MARK X 250G S PACKAGE,126085,2013,2490.0,AT,Yokohama,Ref No. BT826789,DBA-GRX130,Right,Petrol,5,4GR,Gray,2WD,4,5945.0
2007 LEXUS IS IS250 VERSION L,67481,2007,2490.0,AT,Osaka,Ref No. BT827070,DBA-GSE20,Right,Petrol,5,4GR,Pearl,2WD,4,4417.0
2015 DAIHATSU MIRA ES X,163979,2015,650.0,AT,Kobe,Ref No. BT827120,DBA-LA300S,Right,Petrol,4,KF,White,2WD,5,2874.0
2014 TOYOTA VITZ JEWELA,63319,2014,1320.0,AT,Kobe,Ref No. BT827140,DBA-NSP130,Right,Petrol,5,1NR,Maroon,2WD,5,4491.0
2015 MAZDA DEMIO XD,159516,2015,1490.0,AT,Kyushu,Ref No. BT827197,LDA-DJ5AS,Right,Diesel,5,S5,Blue,4WD,5,2440.0
2013 TOYOTA VITZ F SMILE EDITION,142280,2013,1320.0,AT,Kyushu,Ref No. BT827222,DBA-NSP130,Right,Petrol,5,1NR,Silver,2WD,5,3664.0
2011 NISSAN JUKE 15RX TYPE V,126535,2011,1490.0,AT,Nagoya,Ref No. BT834178,DBA-YF15,Right,Petrol,5,HR15,Black,2WD,5,4671.0
2007 TOYOTA COROLLA AXIO X BUSINESS PACKAGE,71112,2007,1490.0,AT,Nagoya,Ref No. BT834200,DBA-NZE141,Right,Petrol,5,1NZ,Silver,2WD,4,2470.0
2010 TOYOTA SIENTA X LIMITED,110415,2010,1490.0,AT,Nagoya,Ref No. BT834293,DBA-NCP81G,Right,Petrol,7,1NZ,Gray,2WD,5,1790.0
2010 TOYOTA SIENTA X S EDITION,88367,2010,1490.0,AT,Nagoya,Ref No. BT834359,DBA-NCP81G,Right,Petrol,7,1NZ,Pearl,2WD,5,3860.0
2007 TOYOTA VITZ F,94017,2007,1290.0,AT,Nagoya,Ref No. BT834365,DBA-SCP90,Right,Petrol,5,2SZ,Black,2WD,5,1690.0
2008 TOYOTA MARK X 250G F PACKAGE SMART EDITION,118565,2008,2490.0,AT,Nagoya,Ref No. BT834382,DBA-GRX120,Right,Petrol,5,4GR,Pearl,2WD,4,3711.0
2011 TOYOTA VITZ F,50392,2011,1320.0,AT,Osaka,Ref No. BT834399,DBA-NSP130,Right,Petrol,5,1NR,Pink,2WD,5,3651.0
2011 TOYOTA MARK X,102133,2011,2490.0,AT,Osaka,Ref No. BT834457,DBA-GRX130,Right,Petrol,5,4GR,Black,2WD,4,4509.0
2005 TOYOTA VITZ U,126553,2005,1290.0,AT,Yokohama,Ref No. BT834607,DBA-SCP90,Right,Petrol,5,2SZ,Beige,2WD,5,1430.0
2011 NISSAN JUKE 15RX TYPE V,79160,2011,1490.0,AT,Yokohama,Ref No. BT834690,DBA-YF15,Right,Petrol,5,HR15,Maroon,2WD,5,4977.0
2011 TOYOTA VITZ JEWELA,129736,2011,1320.0,AT,Yokohama,Ref No. BT834807,DBA-NSP135,Right,Petrol,5,1NR,Pearl,4WD,5,1720.0
2013 TOYOTA MARK X 250G F PACKAGE,190564,2013,2490.0,AT,Yokohama,Ref No. BT834828,DBA-GRX130,Right,Petrol,5,4GR,Black,2WD,4,5141.0
2009 HONDA FIT G,82348,2009,1330.0,AT,Nagoya,Ref No. BT795924,DBA-GE6,Right,Petrol,5,L13A,Black,2WD,5,3063.0
2009 HONDA FIT,120830,2009,1330.0,AT,Kyushu,Ref No. BT796169,DBA-GE6,Right,Petrol,5,L13A,Black,2WD,5,1220.0
2005 TOYOTA RAUM G PACKAGE,50388,2005,1490.0,AT,Nagoya,Ref No. BT834184,CBA-NCZ20,Right,Petrol,5,1NZ,Beige,2WD,5,1710.0
2018 TOYOTA AQUA HYBRID L,197180,2018,1490.0,AT,Nagoya,Ref No. BT834187,DAA-NHP10,Right,Hybrid(Petrol),5,1NZ-1LM,Silver,2WD,5,3470.0
2006 TOYOTA RAUM S PACKAGE,103075,2006,1490.0,AT,Nagoya,Ref No. BT834339,CBA-NCZ20,Right,Petrol,5,1NZ,Beige,2WD,5,3857.0
2007 TOYOTA RAUM,32529,2007,1490.0,AT,Nagoya,Ref No. BT834356,CBA-NCZ20,Right,Petrol,5,1NZ,Blue,2WD,5,1980.0
2010 HONDA FIT G SMART SELECTION,49253,2010,1330.0,AT,Nagoya,Ref No. BT834379,DBA-GE6,Right,Petrol,5,L13A,Blue,2WD,5,1490.0
2013 NISSAN NOTE X,67926,2013,1190.0,AT,Nagoya,Ref No. BT834385,DBA-E12,Right,Petrol,5,HR12,Black,2WD,5,3058.0
2017 TOYOTA CROWN ROYAL,177998,2017,2490.0,AT,Nagoya,Ref No. BT796244,DBA-GRS210,Right,Petrol,5,4GR,Black,2WD,4,10033.0
2010 NISSAN CIVILIAN BUS KIDS BUS,113280,2010,2950.0,MT,Yokohama,Ref No. BT804460,PDG-EVW41,Right,Diesel,29,ZD30,White,,3,4860.0
2013 HONDA FIT 13G F PACKAGE,110133,2013,1310.0,AT,Yokohama,Ref No. BT809106,DBA-GK3,Right,Petrol,5,L13B,Red,,5,3749.0
2009 SUZUKI SWIFT XG,72179,2009,1240.0,AT,Nagoya,Ref No. BT809163,DBA-ZC71S,Right,Petrol,5,K12B,Maroon,2WD,5,3206.0
2010 SUBARU FORESTER 2.0X FIELD LIMITED,129077,2010,1990.0,AT,Nagoya,Ref No. BT834196,DBA-SH5,Right,Petrol,5,EJ20,Gray,4WD,5,5523.0
2008 TOYOTA VOXY ZS,135235,2008,1980.0,AT,Nagoya,Ref No. BT834360,DBA-ZRR70W,Right,Petrol,8,3ZR,Pearl,2WD,5,1870.0
2013 HONDA FIT 13G F PACKAGE,110965,2013,1310.0,AT,Nagoya,Ref No. BT834370,DBA-GK3,Right,Petrol,5,L13B,Black,,5,3819.0
1997 TOYOTA LITEACE NOAH G,62944,1997,1990.0,AT,Yokohama,Ref No. BT834638,E-SR40G,Right,Petrol,8,3S,Silver,2WD,4,3740.0
2003 TOYOTA HARRIER 300G PREMIUM L PACKAGE,155700,2003,2990.0,AT,Osaka,Ref No. BT834651,UA-MCU35W,Right,Petrol,5,1MZ,Pearl,4WD,5,5998.0
2009 TOYOTA NOAH X L SELECTION,98618,2009,1980.0,AT,Osaka,Ref No. BT834658,DBA-ZRR70G,Right,Petrol,7,3ZR,Silver,2WD,5,1870.0
2016 MAZDA DEMIO,35753,2016,1290.0,AT,Yokohama,Ref No. BT834777,DBA-DJ3FS,Right,Petrol,5,P3,Silver,2WD,5,5044.0
2001 NISSAN X-TRAIL X,102827,2001,1990.0,AT,Yokohama,Ref No. BT834801,TA-NT30,Right,Petrol,5,QR20,Silver,4WD,5,1600.0
2014 TOYOTA PROBOX VAN DX COMFORT PACKAGE,178649,2014,1290.0,AT,Yokohama,Ref No. BT834870,DBE-NCP50V,Right,Petrol,2,2NZ,Silver,2WD,5,2660.0
2019 TOYOTA REGIUSACE VAN,260826,2019,2750.0,AT,Yokohama,Ref No. BT835256,QDF-GDH206V,Right,Diesel,3,1GD,Silver,4WD,5,11200.0
2019 NISSAN AD VAN NV150,151946,2019,1590.0,AT,Yokohama,Ref No. BT835276,DBF-VZNY12,Right,Petrol,2,HR16,Silver,4WD,5,2020.0
2008 TOYOTA VANGUARD 240S G PACKAGE,165363,2008,2360.0,AT,Yokohama,Ref No. BT826654,DBA-ACA33W,Right,Petrol,7,2AZ,Silver,4WD,5,4270.0
2011 NISSAN X-TRAIL 20X,156703,2011,1990.0,AT,Yokohama,Ref No. BT827315,DBA-NT31,Right,Petrol,5,MR20,Silver,4WD,5,2310.0
2007 TOYOTA VANGUARD 240S,96962,2007,2360.0,AT,Nagoya,Ref No. BT834209,DBA-ACA33W,Right,Petrol,5,2AZ,Maroon,4WD,5,4410.0
2013 TOYOTA PROBOX VAN DX COMFORT PACKAGE,152371,2013,1290.0,AT,Nagoya,Ref No. BT834322,DBE-NCP50V,Right,Petrol,2,2NZ,Silver,2WD,5,4367.0
2007 TOYOTA VANGUARD 240S,129833,2007,2360.0,AT,Nagoya,Ref No. BT834368,DBA-ACA33W,Right,Petrol,7,2AZ,Silver,4WD,5,7056.0
2004 TOYOTA WISH X,96930,2004,1790.0,AT,Nagoya,Ref No. BT834376,CBA-ZNE10G,Right,Petrol,7,1ZZ,White,2WD,5,4243.0
2005 TOYOTA COROLLA SPACIO X G EDITION,49174,2005,1490.0,AT,Yokohama,Ref No. BT834617,CBA-NZE121N,Right,Petrol,7,1NZ,Blue,2WD,5,4433.0
2010 AUDI Q5 2.0TFSI QUATTRO S LINE PACKAGE,92280,2010,1980.0,AT,Yokohama,Ref No. BT834676,ABA-8RCDNF,Right,Petrol,5,CDN,Silver,4WD,5,6739.0
2007 TOYOTA VANGUARD 240S,133352,2007,2360.0,AT,Yokohama,Ref No. BT834733,DBA-ACA33W,Right,Petrol,7,2AZ,Black,4WD,5,7082.0
2012 BMW X1 X DRIVE 25I,98390,2012,2990.0,AT,Yokohama,Ref No. BT834779,ABA-VL25,Right,Petrol,5,N52B30A,Black,4WD,5,4682.0
2011 NISSAN JUKE 15RX TYPE V,86582,2011,1490.0,AT,Yokohama,Ref No. BT834791,DBA-YF15,Right,Petrol,5,HR15,Maroon,2WD,5,2690.0
2012 NISSAN X-TRAIL 20XT,140450,2012,1990.0,AT,Yokohama,Ref No. BT834829,DBA-NT31,Right,Petrol,5,MR20,Black,4WD,5,2550.0
2019 HONDA FIT HYBRID F,134508,2019,1490.0,AT,Yokohama,Ref No. BT826719,DAA-GP6,Right,Hybrid(Petrol),5,LEB-H1,Silver,4WD,5,3310.0
2019 HONDA GRACE HYBRID LX HONDA SENSING,82763,2019,1490.0,AT,Nagoya,Ref No. BT834274,DAA-GM5,Right,Hybrid(Petrol),5,LEB-H1,Silver,4WD,4,7360.0
2016 HONDA JADE HYBRID X,128459,2016,1490.0,AT,Osaka,Ref No. BT834400,DAA-FR4,Right,Hybrid(Petrol),6,LEB-H1,Black,2WD,5,3070.0
2008 NISSAN X-TRAIL 25X,139508,2008,2480.0,AT,Osaka,Ref No. BT834460,CBA-TNT31,Right,Petrol,5,QR25,Black,4WD,5,4375.0
2007 NISSAN X-TRAIL S,90795,2007,1990.0,AT,Osaka,Ref No. BT834650,CBA-T30,Right,Petrol,5,QR20,Black,2WD,5,3793.0
2007 PORSCHE CAYENNE CAYENNE,132700,2007,3590.0,AT,Osaka,Ref No. BT834659,ABA-9PAM5501,Right,Petrol,5,M5501,Black,4WD,5,3250.0
2009 AUDI Q7 3.6 FSI QUATTRO,114238,2009,3590.0,AT,Yokohama,Ref No. BT834677,ABA-4LBHKS,Right,Petrol,5,BHK,Black,4WD,5,6793.0
2004 TOYOTA HARRIER 300G ALCANTARA,222765,2004,2990.0,AT,Yokohama,Ref No. BT834687,CBA-MCU35W,Right,Petrol,5,1MZ,Silver,4WD,5,5793.0
2016 MAZDA BONGO VAN,137534,2016,1790.0,AT,Yokohama,Ref No. BT834741,ABF-SKP2V,Right,Petrol,2,L8,Red,2WD,4,2160.0
2017 NISSAN AD VAN NV150 VE,81314,2017,1490.0,AT,Nagoya,Ref No. BT834326,DBF-VY12,Right,Petrol,2,HR15,White,,5,3874.0
2015 NISSAN AD VAN,170289,2015,1590.0,AT,Yokohama,Ref No. BT835255,DBF-VZNY12,Right,Petrol,2,HR16,White,4WD,5,3777.0
2018 MAZDA FAMILIA VAN,184061,2018,1490.0,AT,Yokohama,Ref No. BT835257,DBF-BVY12,Right,Petrol,2,HR15,White,2WD,5,3800.0
2016 NISSAN AD VAN,105787,2016,1490.0,AT,Yokohama,Ref No. BT835259,DBF-VY12,Right,Petrol,2,HR15,White,2WD,5,1950.0
2017 NISSAN AD VAN NV150,92159,2017,1490.0,AT,Yokohama,Ref No. BT835269,DBF-VY12,Right,Petrol,2,HR15,White,2WD,5,3891.0
2016 HONDA SHUTTLE HYBRID X STYLE EDITION,193870,2016,1490.0,AT,Yokohama,Ref No. BT826716,DAA-GP7,Right,Hybrid(Petrol),5,LEB-H1,Pearl,2WD,5,4855.0
2016 HONDA SHUTTLE HYBRID,200077,2016,1490.0,AT,Yokohama,Ref No. BT826725,DAA-GP7,Right,Hybrid(Petrol),5,LEB-H1,Pearl,2WD,5,2840.0
2015 TOYOTA SUCCEED VAN UL,138904,2015,1490.0,AT,Yokohama,Ref No. BT826727,DBE-NCP160V,Right,Petrol,2,1NZ,White,2WD,5,3150.0
2016 HONDA SHUTTLE HYBRID,222289,2016,1490.0,AT,Yokohama,Ref No. BT826728,DAA-GP7,Right,Hybrid(Petrol),5,LEB-H1,Pearl,2WD,5,2760.0
2016 HONDA SHUTTLE HYBRID,225139,2016,1490.0,AT,Yokohama,Ref No. BT826998,DAA-GP7,Right,Hybrid(Petrol),5,LEB-H1,Silver,2WD,5,4581.0
2015 TOYOTA PASSO 1.0X L PACKAGE KIRIRI,74150,2015,990.0,AT,Nagoya,Ref No. BT834173,DBA-KGC30,Right,Petrol,5,1KR,Blue,2WD,5,3708.0
2015 TOYOTA VITZ F,51070,2015,990.0,AT,Nagoya,Ref No. BT834303,DBA-KSP130,Right,Petrol,5,1KR,Gold,2WD,5,4920.0
2019 TOYOTA AQUA HYBRID L,150827,2019,1490.0,AT,Nagoya,Ref No. BT834332,DAA-NHP10,Right,Hybrid(Petrol),5,1NZ-1LM,Silver,2WD,5,5331.0
2015 NISSAN NOTE S DIG-S,113180,2015,1190.0,AT,Osaka,Ref No. BT834412,DBA-E12,Right,Petrol,5,HR12,Pearl,2WD,5,4069.0
2015 TOYOTA AQUA HYBRID S,128579,2015,1490.0,AT,Nagoya,Ref No. BT834429,DAA-NHP10,Right,Hybrid(Petrol),5,1NZ-1LM,Black,2WD,5,4712.0
2014 HONDA FIT HYBRID F PACKAGE,167987,2014,1490.0,AT,Yokohama,Ref No. BT834604,DAA-GP5,Right,Hybrid(Petrol),5,LEB-H1,Silver,2WD,5,4219.0
2014 HONDA FIT HYBRID,154465,2014,1490.0,AT,Yokohama,Ref No. BT834632,DAA-GP5,Right,Hybrid(Petrol),5,LEB-H1,Black,2WD,5,2290.0
2015 TOYOTA PASSO 1.0X L PACKAGE,46603,2015,990.0,AT,Osaka,Ref No. BT834643,DBA-KGC30,Right,Petrol,5,1KR,Maroon,2WD,5,1880.0
2015 MAZDA DEMIO 13C,156736,2015,1290.0,AT,Osaka,Ref No. BT834644,DBA-DJ3FS,Right,Petrol,5,P3,Silver,2WD,5,4409.0
2015 TOYOTA SPADE G,114021,2015,1490.0,AT,Yokohama,Ref No. BT834695,DBA-NCP141,Right,Petrol,5,1NZ,Pearl,2WD,4,4644.0
2015 TOYOTA AQUA HYBRID L,107957,2015,1490.0,AT,Yokohama,Ref No. BT834729,DAA-NHP10,Right,Hybrid(Petrol),5,1NZ-1LM,White,2WD,5,3070.0
2017 HONDA SHUTTLE HYBRID,128467,2017,1490.0,AT,Yokohama,Ref No. BT834788,DAA-GP7,Right,Hybrid(Petrol),5,LEB-H1,Silver,2WD,5,5523.0
2019 TOYOTA AQUA HYBRID,191175,2019,1490.0,AT,Yokohama,Ref No. BT835274,DAA-NHP10,Right,Hybrid(Petrol),5,1NZ-1LM,Silver,2WD,5,5348.0
2012 TOYOTA NOAH X SMART EDITION,128936,2012,1980.0,AT,Nagoya,Ref No. BT834354,DBA-ZRR70G,Right,Petrol,8,3ZR,Pearl,2WD,5,4753.0
2009 TOYOTA RACTIS G,43966,2009,1490.0,AT,Nagoya,Ref No. BT834378,DBA-NCP100,Right,Petrol,5,1NZ,Silver,2WD,5,3781.0
2016 TOYOTA COROLLA FIELDER 1.5X,115445,2016,1490.0,AT,Osaka,Ref No. BT834401,DBA-NZE164G,Right,Petrol,5,1NZ,White,4WD,5,5928.0
2013 NISSAN CARAVAN VAN NV350,102187,2013,2480.0,AT,Osaka,Ref No. BT834409,CBF-CS4E26,Right,Petrol,10,QR25,White,2WD,4,4250.0
2018 NISSAN SERENA S,183101,2018,1990.0,AT,Osaka,Ref No. BT834417,DBA-C27,Right,Petrol,8,MR20,Pearl,2WD,5,6384.0
1999 TOYOTA ARISTO S300 VERTEX EDITION,58632,1999,2990.0,AT,Yokohama,Ref No. BT834423,GF-JZS160,Right,Petrol,5,2JZ,Green,2WD,4,5836.0
1993 DAIHATSU HIJET TRUCK,32444,1993,650.0,MT,Osaka,Ref No. BT834433,V-S83P,Right,Petrol,2,EF,White,4WD,2,1280.0
1998 DAIHATSU HIJET TRUCK SPECIAL,78913,1998,650.0,MT,Yokohama,Ref No. BT834577,V-S110P,Right,Petrol,2,EF,White,4WD,2,1700.0
2010 TOYOTA RACTIS G L PACKAGE,42378,2010,1490.0,AT,Yokohama,Ref No. BT834578,DBA-NCP100,Right,Petrol,5,1NZ,Blue,2WD,5,3851.0
2015 NISSAN CUBE 15X,22591,2015,1490.0,AT,Yokohama,Ref No. BT834580,DBA-Z12,Right,Petrol,5,HR15,Brown,2WD,5,2310.0
2010 TOYOTA COROLLA FIELDER X HID LIMITED,101825,2010,1490.0,MT,Yokohama,Ref No. BT834591,DBA-NZE141G,Right,Petrol,5,1NZ,Silver,2WD,5,2560.0
2018 MITSUBISHI LANCER CARGO 16M,121640,2018,1590.0,AT,Yokohama,Ref No. BT834610,DBF-CVZNY12,Right,Petrol,2,HR16,White,4WD,5,3641.0
2018 MITSUBISHI LANCER CARGO 16M,141440,2018,1590.0,AT,Yokohama,Ref No. BT834611,DBF-CVZNY12,Right,Petrol,2,HR16,White,4WD,5,3571.0
2011 MAZDA DEMIO 13 SKYACTIV,112860,2011,1290.0,AT,Yokohama,Ref No. BT834637,DBA-DEJFS,Right,Petrol,5,P3,Silver,2WD,5,3221.0
2006 TOYOTA NOAH S,131609,2006,1990.0,AT,Osaka,Ref No. BT834648,DBA-AZR60G,Right,Petrol,8,1AZ,Pearl,2WD,5,1450.0
2010 NISSAN X-TRAIL 20XTT,68069,2010,1990.0,AT,Osaka,Ref No. BT834649,DBA-NT31,Right,Petrol,5,MR20,Black,4WD,5,4645.0
2005 TOYOTA DYNA TRUCK,21561,2005,1990.0,MT,Osaka,Ref No. BT834655,TC-TRY220,Right,Petrol,3,1TR,White,,2,4470.0
2012 NISSAN X-TRAIL 20XTT,121426,2012,1990.0,AT,Yokohama,Ref No. BT834684,DBA-NT31,Right,Petrol,5,MR20,Red,4WD,5,5256.0
2013 HONDA FIT HYBRID RS FINE STYLE,106007,2013,1490.0,AT,Yokohama,Ref No. BT834692,DAA-GP4,Right,Hybrid(Petrol),5,LEA-MF6,Black,2WD,5,4342.0
2005 TOYOTA ALLION A18,57100,2005,1790.0,AT,Yokohama,Ref No. BT834694,CBA-ZZT245,Right,Petrol,5,1ZZ,Silver,4WD,4,4642.0
2018 DAIHATSU HIJET CARGO SPECIAL,183005,2018,650.0,MT,Kobe,Ref No. BT834755,EBD-S321V,Right,Petrol,2,KF,White,,5,3885.0
2009 TOYOTA COROLLA AXIO X,75536,2009,1490.0,AT,Yokohama,Ref No. BT834792,DBA-NZE144,Right,Petrol,5,1NZ,Beige,4WD,4,2470.0
2007 TOYOTA HIACE VAN SUPER GL,335100,2007,2490.0,AT,Yokohama,Ref No. BT834821,KR-KDH205V,Right,Diesel,2,2KD,Silver,4WD,5,8058.0
2015 TOYOTA COROLLA FIELDER 1.5X,224273,2015,1490.0,AT,Yokohama,Ref No. BT834824,DBA-NRE161G,Right,Petrol,5,2NR,White,2WD,5,6145.0
2014 ISUZU ELF TRUCK,201033,2014,2990.0,Semi AT,Yokohama,Ref No. BT834873,TKG-NHR85AN,Right,Diesel,3,4JJ1,White,2WD,2,7083.0
2019 SUZUKI IGNIS HYBRID,97801,2019,1240.0,AT,Yokohama,Ref No. BT835261,DAA-FF21S,Right,Hybrid(Petrol),5,K12C-WA05A,Silver,4WD,5,5707.0
2020 SUZUKI ALTO,140360,2020,650.0,AT,Yokohama,Ref No. BT835266,HBD-HA36V,Right,Petrol,2,R06A,White,2WD,5,3138.0
2013 ISUZU JOURNEY BUS KIDS BUS,163791,2013,4470.0,AT,Yokohama,Ref No. BT804463,ABG-SDVW41,Right,Petrol,29,TB45,Yellow,,3,4390.0
2018 HONDA ACTY VAN,126194,2018,650.0,MT,Kyushu,Ref No. BT826975,EBD-HH5,Right,Petrol,2,E07Z,White,2WD,5,1550.0
2018 HONDA ACTY VAN,137421,2018,650.0,AT,Nagoya,Ref No. BT826981,EBD-HH5,Right,Petrol,2,E07Z,Silver,2WD,5,3410.0
2016 DAIHATSU HIJET CARGO DX,197351,2016,650.0,AT,Osaka,Ref No. BT827064,EBD-S321V,Right,Petrol,2,KF,Blue,,5,1330.0
2016 DAIHATSU HIJET CARGO DX,132788,2016,650.0,AT,Osaka,Ref No. BT827065,EBD-S321V,Right,Petrol,2,KF,Blue,,5,1570.0
2019 TOYOTA PROBOX VAN GL,291355,2019,1490.0,AT,Yokohama,Ref No. BT827337,DBE-NCP165V,Right,Petrol,2,1NZ,White,4WD,5,3530.0
2017 SUBARU XV 2.0I-L EYESIGHT,166432,2017,1990.0,AT,Yokohama,Ref No. BT827343,DBA-GT7,Right,Petrol,5,FB20,Blue,4WD,5,4450.0
2011 BMW X1,92843,2011,1990.0,AT,Yokohama,Ref No. BT827366,ABA-VL18,Right,Petrol,5,N46B20B,Black,2WD,5,2240.0
2017 TOYOTA COROLLA AXIO 1.5X,182260,2017,1490.0,AT,Yokohama,Ref No. BT827444,DBA-NZE164,Right,Petrol,5,1NZ,White,4WD,4,6286.0
2013 TOYOTA RACTIS X,69819,2013,1490.0,AT,Nagoya,Ref No. BT834175,DBA-NCP120,Right,Petrol,5,1NZ,Pearl,2WD,5,3944.0
2017 HONDA GRACE LX,134184,2017,1490.0,AT,Nagoya,Ref No. BT834243,DBA-GM9,Right,Petrol,5,L15B,Silver,4WD,4,4450.0
2007 TOYOTA PREMIO 1.8X L PACKAGE,91229,2007,1790.0,AT,Nagoya,Ref No. BT834252,DBA-ZRT260,Right,Petrol,5,2ZR,Silver,2WD,4,5722.0
2018 SUBARU IMPREZA SPORTS 2.0I-L EYESIGHT,173067,2018,1990.0,AT,Nagoya,Ref No. BT834281,DBA-GT7,Right,Petrol,5,FB20,Silver,4WD,5,3900.0
2013 SUBARU FORESTER 2.0I-L EYESIGHT,86836,2013,1990.0,AT,Nagoya,Ref No. BT834291,DBA-SJ5,Right,Petrol,5,FB20,Maroon,4WD,5,3920.0
2013 TOYOTA AURIS 150X S PACKAGE,115663,2013,1490.0,AT,Nagoya,Ref No. BT834296,DBA-NZE181H,Right,Petrol,5,1NZ,Blue,2WD,5,5964.0
2007 TOYOTA ALLION A18 G PACKAGE,44379,2007,1790.0,AT,Nagoya,Ref No. BT834300,DBA-ZRT260,Right,Petrol,5,2ZR,Silver,2WD,4,3510.0
2006 TOYOTA HIACE VAN LONG DX,339995,2006,1990.0,AT,Nagoya,Ref No. BT834316,CBF-TRH200K,Right,Petrol,3,1TR,White,2WD,5,4420.0
2014 SUBARU IMPREZA SPORTS 2.0I-S,105990,2014,1990.0,AT,Nagoya,Ref No. BT834346,DBA-GP6,Right,Petrol,5,FB20,Pearl,2WD,5,1830.0
2012 SUBARU TREZIA 1.5I-L,113524,2012,1490.0,AT,Yokohama,Ref No. BT635453,DBA-NCP125X,Right,Petrol,5,1NZ,Black,4WD,5,3697.0
2006 ISUZU FORWARD,665042,2006,5190.0,MT,Yokohama,Ref No. BT666367,ADG-FRR90H3S,Right,Diesel,2,4HK1,White,,2,5630.0
2016 NISSAN X-TRAIL HYBRID 20X EMERGENCY BRAKE PACKAGE,240755,2016,1990.0,AT,Yokohama,Ref No. BT715509,DAA-HNT32,Right,Hybrid(Petrol),5,MR20-RM31,Black,4WD,5,4260.0
2016 MERCEDES-BENZ E-CLASS E220 BLUE TEC AVANTGARDE,134880,2016,2140.0,AT,Yokohama,Ref No. BT715630,LDA-212001C,Right,Diesel,5,651,Black,2WD,4,7790.0
2011 LEXUS IS IS350 VERSION L,175463,2011,3450.0,AT,Osaka,Ref No. BT827071,DBA-GSE21,Right,Petrol,5,2GR,Maroon,2WD,4,4460.0
1999 TOYOTA CELICA SS-2,87420,1999,1790.0,AT,Yokohama,Ref No. BT827350,GH-ZZT231,Right,Petrol,4,2ZZ,Silver,2WD,3,2940.0
2018 HONDA VEZEL HYBRID Z HONDA SENSING,106591,2018,1490.0,AT,Yokohama,Ref No. BT679962,DAA-RU3,Right,Hybrid(Petrol),5,LEB-H1,Black,2WD,5,8000.0
2004 TOYOTA REGIUSACE VAN DX GL PACKAGE,302071,2004,1990.0,AT,Yokohama,Ref No. BT645443,TC-TRH102V,Right,Petrol,3,1TR,White,,5,4620.0
2013 HYUNDAI ACCENT,57663,2013,1591.0,AT,Korea,Ref No. BT836541,0,Left,Petrol,5,-,White,2WD,4,5960.0
2016 KIA MORNING (PICANTO),60323,2016,998.0,AT,Korea,Ref No. BT836539,0,Left,Petrol,5,-,White,2WD,5,4804.0
2018 HYUNDAI AVANTE AD,72752,2018,1591.0,AT,Korea,Ref No. BT836538,0,Left,Petrol,5,-,White,2WD,4,8772.0
2010 HYUNDAI TUCSON IX,154783,2010,1995.0,AT,Korea,Ref No. BT836537,0,Left,Diesel,5,-,Silver,2WD,5,6068.0
2012 HYUNDAI ACCENT,121088,2012,1582.0,AT,Korea,Ref No. BT836519,0,Left,Diesel,5,-,White,2WD,5,4616.0
2011 KIA SPORTAGE R S.KEY CAMERA NAVI S.ROOF,71075,2011,1995.0,AT,Korea,Ref No. BT836271,0,Left,Diesel,5,-,Gray,2WD,5,6920.0
